Percentage exceedance,Run-off (-)
0.0547945205479452,22.19215974922467
0.1095890410958904,18.367626496698136
0.16438356164383564,17.93051446912982
0.2191780821917808,17.72658155254734
0.273972602739726,15.544640446265753
0.32876712328767127,15.10085650132137
0.3835616438356164,15.014213077675127
0.4383561643835616,14.85014622430208
0.4931506849315068,12.789480588870017
0.547945205479452,12.73054974622006
0.6027397260273972,12.56496076858822
0.6575342465753425,12.279174716384157
0.7123287671232876,12.178515930171427
0.7671232876712328,11.80630399566398
0.821917808219178,11.228702765182678
0.8767123287671232,10.760477156463931
0.9315068493150684,10.084609938186908
0.9863013698630136,9.844702292596551
1.0410958904109588,9.80288609967525
1.095890410958904,9.760841672196172
1.1506849315068493,9.662040217776559
1.2054794520547945,9.443378756120877
1.2602739726027399,9.165540521191046
1.315068493150685,9.145522422647323
1.36986301369863,9.128408334718355
1.4246575342465753,9.045840556992491
1.4794520547945205,8.927998664656549
1.5342465753424657,8.471841366950407
1.5890410958904109,8.355925653276138
1.643835616438356,8.285313478717377
1.6986301369863015,8.16947758254613
1.7534246575342465,8.131437518841732
1.808219178082192,8.108083753464783
1.8630136986301369,8.052025128092733
1.9178082191780823,8.017085582172507
1.9726027397260273,8.003915639958912
2.0273972602739727,7.936240316624661
2.0821917808219177,7.687947910886006
2.136986301369863,7.591946748270523
2.191780821917808,7.517283781139303
2.246575342465753,7.502137679421019
2.3013698630136985,7.460859127500909
2.356164383561644,7.444122463142418
2.410958904109589,7.422242509481831
2.4657534246575343,7.405195897051032
2.5205479452054798,7.39348423435004
2.5753424657534247,7.261826331305518
2.63013698630137,7.22764082115878
2.684931506849315,7.212350067408092
2.73972602739726,7.075766044069382
2.7945205479452055,7.050626505399313
2.8493150684931505,7.001894686552449
2.904109589041096,6.891405111128795
2.958904109589041,6.861853263981655
3.0136986301369864,6.788627171977721
3.0684931506849313,6.785687287000454
3.1232876712328768,6.693375945444064
3.1780821917808217,6.407332287805088
3.232876712328767,6.370101934093478
3.287671232876712,6.342732625875986
3.3424657534246576,6.331105359691061
3.397260273972603,6.2874238200578905
3.4520547945205484,6.214933232512451
3.506849315068493,6.206183844961445
3.5616438356164384,6.042818619738388
3.616438356164384,6.038835592886352
3.6712328767123292,6.0208810818823935
3.7260273972602738,5.993660230581818
3.780821917808219,5.986653627193242
3.8356164383561646,5.982123677011401
3.890410958904109,5.933536819977157
3.9452054794520546,5.851169670797261
4,5.840920887628359
4.054794520547945,5.8203602103933365
4.10958904109589,5.806126978668858
4.164383561643835,5.7895639463000945
4.219178082191781,5.783187014929085
4.273972602739726,5.768961680560378
4.328767123287671,5.757846999548839
4.383561643835616,5.74998940322695
4.438356164383562,5.723978661012214
4.493150684931506,5.708939146962511
4.547945205479452,5.685326838955084
4.602739726027397,5.6673409420247385
4.657534246575342,5.6663431430755775
4.712328767123288,5.385123363583684
4.767123287671233,5.371204917564102
4.821917808219178,5.347262820124509
4.876712328767123,5.345720992749775
4.931506849315069,5.2535925773374
4.986301369863014,5.243867825403841
5.0410958904109595,5.232006184824138
5.095890410958904,5.147850963402595
5.1506849315068495,5.076504796212617
5.205479452054795,4.918550378738317
5.26027397260274,4.890455672590718
5.315068493150685,4.834711054045829
5.36986301369863,4.832482814423549
5.424657534246576,4.763551242333809
5.47945205479452,4.758310967518279
5.534246575342466,4.754965257986303
5.589041095890411,4.724896870156809
5.6438356164383565,4.722586944839363
5.698630136986301,4.72207904156112
5.7534246575342465,4.713328432621479
5.808219178082192,4.711435184531475
5.863013698630137,4.68322038871398
5.917808219178082,4.6740527681863355
5.972602739726027,4.660637635250287
6.027397260273973,4.626643647579181
6.082191780821917,4.618047411700891
6.136986301369863,4.603482753753533
6.191780821917808,4.599195811663633
6.2465753424657535,4.525960664571349
6.301369863013699,4.523637449382772
6.3561643835616435,4.489690387627034
6.410958904109589,4.476517217725219
6.465753424657534,4.465575581988237
6.520547945205479,4.452539076208211
6.575342465753424,4.408344804554937
6.63013698630137,4.407887778393135
6.684931506849315,4.402243241474839
6.739726027397261,4.394306877445112
6.794520547945206,4.385304803976526
6.8493150684931505,4.3530822922722585
6.904109589041097,4.344921806574
6.958904109589041,4.3426444906079285
7.013698630136986,4.3032648718806605
7.068493150684932,4.289208128753668
7.123287671232877,4.225252780907571
7.178082191780821,4.2236137440240595
7.232876712328768,4.219712544928579
7.287671232876712,4.1987077471688625
7.3424657534246585,4.165237716687495
7.397260273972603,4.145907709431045
7.4520547945205475,4.145748118897261
7.506849315068494,4.138661763358819
7.561643835616438,4.1258875828165245
7.616438356164383,4.121253791002833
7.671232876712329,4.110418466258497
7.726027397260274,4.092023056049812
7.780821917808218,4.08620889531583
7.835616438356165,4.077394539709102
7.890410958904109,4.031376597936519
7.9452054794520555,4.010961801265734
8,4.00219610633121
8.054794520547945,3.906121769026047
8.10958904109589,3.8938481793683435
8.164383561643836,3.8777359884019322
8.21917808219178,3.872632420992938
8.273972602739727,3.821522297807691
8.32876712328767,3.81833158433019
8.383561643835616,3.8084557558325556
8.438356164383562,3.761853445866378
8.493150684931507,3.752580521290739
8.547945205479452,3.7446522108134364
8.602739726027398,3.7275593302712324
8.657534246575342,3.7253829190050514
8.712328767123289,3.7142439150273647
8.767123287671232,3.7135461020571143
8.821917808219178,3.698844216224069
8.876712328767123,3.6553742618527885
8.931506849315069,3.6522240055906483
8.986301369863012,3.650512583956565
9.04109589041096,3.6344826075709564
9.095890410958903,3.630093549558122
9.150684931506849,3.626748097241195
9.205479452054794,3.6254471711837013
9.26027397260274,3.622426192386901
9.315068493150685,3.6219542502365307
9.36986301369863,3.616218498119298
9.424657534246576,3.604795165487849
9.479452054794521,3.593765154455565
9.534246575342467,3.586916824240584
9.58904109589041,3.5778890801194807
9.643835616438356,3.554892839936599
9.698630136986301,3.544344321964241
9.753424657534246,3.536831559547577
9.808219178082192,3.527774949654299
9.863013698630137,3.526495091664454
9.917808219178083,3.513722251245872
9.972602739726028,3.50172748124686
10.027397260273972,3.47854051685066
10.082191780821919,3.4744102983805076
10.136986301369863,3.4721047324698633
10.191780821917808,3.4634477237499572
10.246575342465754,3.416940401095947
10.301369863013699,3.415989558159152
10.356164383561643,3.376714545600692
10.41095890410959,3.376471004003741
10.465753424657533,3.3649090578634335
10.52054794520548,3.3465135927313208
10.575342465753424,3.3431437699833877
10.63013698630137,3.33531154824622
10.684931506849315,3.3220894377659054
10.73972602739726,3.3168243187272455
10.794520547945204,3.298955181170711
10.849315068493151,3.2794029524450505
10.904109589041095,3.2734299160106093
10.95890410958904,3.273363646455933
11.013698630136986,3.272090578322775
11.068493150684931,3.2686989195774654
11.123287671232877,3.2491606778475255
11.178082191780822,3.2478302877896685
11.232876712328768,3.2436446373325607
11.287671232876713,3.2255072239151796
11.342465753424658,3.2228506069081457
11.397260273972602,3.217980886814609
11.452054794520548,3.216970269422713
11.506849315068493,3.2135478269394113
11.561643835616438,3.1942411345327946
11.616438356164384,3.1922774375171876
11.67123287671233,3.189482551810797
11.726027397260275,3.183812414278877
11.78082191780822,3.180485379939925
11.835616438356164,3.1740740616028704
11.890410958904111,3.1690257219364497
11.945205479452055,3.1661317044890556
12,3.1613726568474827
12.054794520547945,3.1539528457149975
12.10958904109589,3.1255000850205676
12.164383561643834,3.116723356609861
12.219178082191782,3.1106949898333567
12.273972602739725,3.0981643120542866
12.32876712328767,3.095626233963358
12.383561643835616,3.081799788961655
12.438356164383562,3.0740146420767323
12.493150684931507,3.066909057883117
12.547945205479452,3.0667621249028665
12.602739726027398,3.0596027571108086
12.657534246575342,3.0508163452052415
12.712328767123287,3.049828090905964
